country,amount,datetime,type,fraud
DE,162.27,2024-05-10 12:19:00,bank,0
ES,306.43,2024-03-31 16:57:00,credit_card,0
DE,389.99,2024-01-13 07:41:00,paypal,0
DE,335.49,2024-03-31 23:47:00,credit_card,0
DE,324.17,2024-06-04 19:46:00,bank,0
UK,152.2,2024-01-24 16:28:00,paypal,0
NL,240.91,2024-01-29 01:56:00,credit_card,0
IT,138.92,2024-02-04 00:13:00,bank,0
FR,104.73,2024-06-05 20:55:00,credit_card,0
US,3773.89,2024-06-26 03:36:00,paypal,1
DE,117.86,2024-02-19 11:08:00,paypal,0
FR,122.2,2024-06-25 08:21:00,credit_card,0
UK,190.62,2024-01-06 22:36:00,paypal,0
IT,355.02,2024-04-14 19:08:00,bank,0
DE,316.24,2024-02-03 22:00:00,bank,0
UK,2533.78,2024-02-09 04:43:00,paypal,1
UK,95.43,2024-06-13 19:50:00,credit_card,0
NL,233.67,2024-01-08 05:38:00,credit_card,0
NL,65.37,2024-05-18 19:27:00,credit_card,0
DE,295.59,2024-03-31 20:21:00,credit_card,0
ES,103.67,2024-06-17 01:48:00,bank,0
UK,141.08,2024-06-08 19:51:00,paypal,0
UK,331.66,2024-04-03 19:17:00,bank,0
DE,37.08,2024-06-21 16:15:00,credit_card,0
FR,132.45,2024-05-09 03:07:00,credit_card,0
IT,154.81,2024-02-11 19:25:00,paypal,0
IT,302.04,2024-05-31 10:43:00,bank,0
FR,132.89,2024-02-01 17:17:00,paypal,0
FR,134.1,2024-05-18 13:51:00,bank,0
IT,215.93,2024-02-26 08:05:00,credit_card,0
IT,256.09,2024-06-27 14:13:00,credit_card,0
NL,205.39,2024-06-28 22:05:00,paypal,0
IT,179.61,2024-01-10 09:29:00,paypal,0
DE,151.36,2024-03-21 17:10:00,paypal,0
NL,41.9,2024-04-26 16:31:00,paypal,0
DE,354.89,2024-02-27 10:51:00,credit_card,0
ES,20.89,2024-05-17 16:11:00,paypal,0
FR,264.41,2024-02-10 19:44:00,credit_card,0
DE,6.06,2024-03-23 00:16:00,credit_card,0
UK,51.09,2024-01-09 06:07:00,bank,0
ES,200.25,2024-02-29 04:00:00,credit_card,0
FR,96.35,2024-05-06 07:54:00,credit_card,0
FR,74.15,2024-04-20 22:54:00,credit_card,0
FR,45.61,2024-02-16 14:20:00,credit_card,0
NL,337.8,2024-04-12 14:29:00,bank,0
NL,22.89,2024-01-25 22:43:00,credit_card,0
US,3418.85,2024-02-19 03:25:00,credit_card,1
NL,333.07,2024-04-09 17:41:00,bank,0
DE,187.64,2024-05-26 21:28:00,paypal,0
UK,390.27,2024-01-24 19:19:00,bank,0
IT,102.92,2024-01-12 15:44:00,credit_card,0
FR,169.09,2024-04-12 15:45:00,paypal,0
UK,127.03,2024-03-21 05:59:00,credit_card,0
UK,59.22,2024-04-22 01:56:00,bank,0
IT,274.07,2024-01-26 00:36:00,credit_card,0
DE,385.34,2024-01-26 14:58:00,bank,0
FR,41.23,2024-06-14 18:03:00,bank,0
ES,223.25,2024-03-19 05:46:00,paypal,0
FR,396.29,2024-05-14 14:08:00,bank,0
UK,325.54,2024-01-12 11:41:00,credit_card,0
UK,247.87,2024-03-20 04:17:00,bank,0
IT,276.01,2024-03-30 06:01:00,bank,0
FR,67.56,2024-04-10 06:39:00,paypal,0
NL,201.21,2024-06-13 14:18:00,paypal,0
DE,399.44,2024-06-03 05:54:00,credit_card,0
UK,318.51,2024-04-02 14:47:00,credit_card,0
ES,374.05,2024-05-09 12:09:00,paypal,0
DE,338.92,2024-03-07 21:53:00,bank,0
UK,34.56,2024-05-22 06:32:00,credit_card,0
IT,149.48,2024-05-23 22:32:00,paypal,0
FR,251.67,2024-06-13 04:54:00,paypal,0
ES,163.99,2024-02-19 13:27:00,paypal,0
ES,48.8,2024-05-03 11:10:00,bank,0
ES,223.62,2024-03-03 13:53:00,bank,0
IT,374.34,2024-06-08 21:47:00,paypal,0
NL,113.02,2024-01-23 04:28:00,paypal,0
NL,105.62,2024-05-09 00:43:00,credit_card,0
FR,211.09,2024-04-28 09:53:00,paypal,0
NL,116.78,2024-01-19 07:12:00,paypal,0
UK,4123.83,2024-02-01 03:42:00,credit_card,1
FR,342.07,2024-01-20 09:58:00,bank,0
IT,151.55,2024-06-21 19:54:00,bank,0
DE,216.67,2024-05-18 18:03:00,paypal,0
FR,376.39,2024-04-20 20:14:00,paypal,0
FR,307.37,2024-01-06 20:45:00,paypal,0
UK,122.49,2024-01-14 06:49:00,bank,0
FR,372.89,2024-02-27 23:40:00,bank,0
IT,176.24,2024-03-06 22:25:00,credit_card,0
FR,240.04,2024-05-02 22:02:00,credit_card,0
DE,307.5,2024-01-24 08:57:00,paypal,0
IT,292.32,2024-05-08 11:34:00,paypal,0
UK,212.56,2024-02-27 02:48:00,bank,0
UK,387.52,2024-04-19 07:13:00,credit_card,0
NL,352.33,2024-06-06 06:59:00,paypal,0
FR,374.53,2024-04-13 22:55:00,paypal,0
ES,324.24,2024-04-07 23:18:00,paypal,0
FR,317.2,2024-01-05 18:50:00,credit_card,0
DE,255.54,2024-05-30 23:28:00,credit_card,0
IT,267.72,2024-03-09 03:20:00,bank,0
DE,127.0,2024-06-22 03:43:00,bank,0
ES,56.7,2024-04-27 12:14:00,bank,0
DE,398.39,2024-01-22 03:20:00,bank,0
UK,125.95,2024-04-15 20:51:00,credit_card,0
UK,187.48,2024-01-10 20:49:00,paypal,0
ES,103.9,2024-01-17 15:00:00,paypal,0
UK,32.49,2024-05-14 21:20:00,bank,0
FR,127.62,2024-05-26 19:55:00,paypal,0
DE,387.19,2024-06-28 14:24:00,paypal,0
NL,64.19,2024-02-29 17:34:00,paypal,0
NL,231.29,2024-02-17 14:44:00,paypal,0
DE,348.86,2024-05-15 18:28:00,bank,0
FR,345.29,2024-02-28 03:06:00,bank,0
NL,60.37,2024-02-03 09:40:00,bank,0
IT,213.35,2024-06-24 21:41:00,paypal,0
NL,240.2,2024-06-21 22:47:00,paypal,0
UK,277.66,2024-04-26 06:34:00,bank,0
IT,122.45,2024-04-17 03:18:00,bank,0
NL,200.05,2024-01-15 15:27:00,paypal,0
ES,16.13,2024-06-18 10:50:00,credit_card,0
NL,246.72,2024-01-16 16:40:00,credit_card,0
ES,242.16,2024-01-23 00:53:00,paypal,0
ES,376.75,2024-03-17 23:50:00,paypal,0
NL,324.43,2024-03-23 13:04:00,bank,0
UK,307.5,2024-04-04 21:35:00,bank,0
DE,13.24,2024-02-29 02:56:00,bank,0
ES,383.5,2024-04-27 11:59:00,paypal,0
UK,57.53,2024-06-05 14:38:00,paypal,0
NL,365.85,2024-01-22 10:30:00,bank,0
DE,231.77,2024-05-26 22:48:00,bank,0
FR,193.59,2024-06-19 08:41:00,credit_card,0
ES,395.58,2024-05-23 06:21:00,credit_card,0
NL,7.84,2024-05-08 20:36:00,credit_card,0
ES,74.16,2024-05-21 20:07:00,paypal,0
NL,249.15,2024-01-06 12:19:00,bank,0
DE,333.52,2024-01-14 23:14:00,bank,0
IT,261.96,2024-05-17 14:37:00,bank,0
FR,54.86,2024-05-01 20:54:00,credit_card,0
ES,327.22,2024-03-08 01:22:00,bank,0
IT,220.5,2024-04-26 20:32:00,paypal,0
NL,24.98,2024-04-08 09:51:00,credit_card,0
IT,348.49,2024-06-27 13:04:00,bank,0
DE,378.37,2024-06-28 19:06:00,bank,0
ES,136.56,2024-01-31 14:34:00,credit_card,0
DE,63.93,2024-04-12 11:05:00,credit_card,0
IT,151.95,2024-05-18 21:58:00,bank,0
UK,198.09,2024-06-12 15:18:00,paypal,0
IT,321.56,2024-05-01 12:41:00,credit_card,0
UK,185.45,2024-02-24 23:59:00,bank,0
FR,28.56,2024-05-24 07:02:00,credit_card,0
FR,291.07,2024-06-27 09:25:00,paypal,0
UK,310.97,2024-03-10 05:04:00,paypal,0
DE,25.21,2024-04-12 06:36:00,bank,0
IT,299.89,2024-03-02 15:52:00,bank,0
DE,57.9,2024-02-18 03:29:00,bank,0
DE,86.4,2024-01-19 08:49:00,credit_card,0
UK,176.42,2024-01-18 22:06:00,credit_card,0
DE,136.11,2024-01-23 15:50:00,paypal,0
DE,312.48,2024-02-09 20:07:00,credit_card,0
UK,28.94,2024-05-12 13:36:00,credit_card,0
ES,194.09,2024-03-03 00:34:00,bank,0
UK,212.65,2024-05-20 00:31:00,bank,0
ES,237.97,2024-05-26 08:19:00,paypal,0
UK,137.19,2024-03-01 00:26:00,paypal,0
ES,8.05,2024-05-15 23:45:00,credit_card,0
